file_name,title,author,spotify_song_id,artist_name_db,track_name_db,summary,similarity_score,section_snapshot,opensong_source_path
praise is rising i4,Praise Is Rising,"Paul Baloche, Brenton Brown",,Brenton Brown,Praise Is Rising,OpenSong comparison found a low similarity in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=1 6m 4 1 5 6m 4 1 6m 4 1 5 6m 4 | opensong_chorus=1 3m 4 1 5 6m 4 1 3m 4 1 5 6m 4 1 3m 4 1 5 6m 4 1 3m 4 1 5 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\praise is rising i4
praise you in this storm i42374,Praise You in This Storm,"Berni Herms, Mark Hall, Casting Crowns",4Zyf0pjpdBBIfp4oax9PG5,Casting Crowns,Praise You In This Storm,OpenSong comparison found a low similarity in verse (similarity 0.20) for this likely matching song.,0.20,db_verse=1 b6 5 4 1 b6 5 2m 4 1 b6 5 4 4 4 1 b6 5 2m 4 | opensong_verse=6m 1 5 6m 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\praise you in this storm i42374
prince of peace i1941,Prince of Peace,"Michael W. Smith, Marc Imboden",,Michael W. Smith,Prince Of Peace,OpenSong comparison found a low similarity in chorus (similarity 0.52) for this likely matching song.,0.52,db_chorus=4 5 6m 3m 4 5 6m 3m 4 5 6m 3m 4 5 6m 3m 4 5 1 | opensong_chorus=4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 2m 6m 1 4 5 6m 1 4 5 6m 1 4 b6 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\prince of peace i1941
prince of peace i45595,Prince of Peace,Hillsong United,,Hillsong United,Prince of Peace,OpenSong comparison found a low similarity in chorus (similarity 0.29) for this likely matching song.,0.29,db_chorus=1 2m 6m 4 1 2m 6m 3m 4 3m 4 | opensong_chorus=5 6m 1 5 6m 7m 1 5 6m 1 5 6m 7m 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\prince of peace i45595
psalm 100 i48476,Psalm 100,Chris Tomlin,,Chris Tomlin,Psalm 100,OpenSong comparison found a low similarity in chorus (similarity 0.15) for this likely matching song.,0.15,db_chorus=4 b6 b6 4 6m 1 b6 4 6m 4 6m 1 b6 | opensong_chorus=1 b3 b3 1 3m 5 b3 1 3m 1 3m 5 b3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\psalm 100 i48476
reckless love i47759,Reckless Love,Cory Asbury,,Cory Asbury,Reckless Love,OpenSong comparison found a low similarity in bridge (similarity 0.12) for this likely matching song.,0.12,db_bridge=6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 | opensong_bridge=6m 6m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\reckless love i47759
redeemer i7751,Redeemer,Nicole C. Mullen,60voQIiwEp0n6H7Qhu6AwH,Nicole C. Mullen,Redeemer,OpenSong comparison found a low similarity in chorus (similarity 0.46) for this likely matching song.,0.46,db_chorus=1 4 5 4 3 4 5 3 4 5 1 4 5 | opensong_chorus=1 4 5 4 3 4 5 3 4 5 1 2 5 6 5 #4 5 6 #4 5 5 6 2 2 5 6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\redeemer i7751
relentless i47767,Relentless,Hillsong United,1oa8QzSaWAQ8zhFbeyqJlH,Hillsong UNITED,Relentless,OpenSong comparison found a low similarity in verse (similarity 0.42) for this likely matching song.,0.42,db_verse=5 1 3m 1 5 1 3m 1 5 1 3m 1 5 1 3m 1 3m 5 2 1 3m 5 2 | opensong_verse=1 4 5 4 1 4 b6 4 1 4 4 1 4 1 4 4 1 4 5 4 1 4 5 4 1 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\relentless i47767
resurrecting i46790,Resurrecting,Elevation Worship,,Elevation Worship,Resurrecting,OpenSong full progression differs strongly from current canonical progression (similarity 0.18).,0.18,db_reference=1 5 2 1 5 2 1 5 2 1 5 2 | opensong_full=1 3m 2 1 5 1 3m 2 1 5 1 3m 2 1 5 1 3m 2 1 5 1 3m 2 1 5 1 3m 2 1 5 1 3m 2 1 5 1 3m 2 1 5 1 5 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 5 1 5 2 1 5 2 5 1 5 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\resurrecting i46790
revolutionary love i42392,Revolutionary Love,"David Crowder, Jack Parker, Jeremy Bush",,David Crowder Band,Revolutionary Love,OpenSong comparison found a low similarity in bridge (similarity 0.28) for this likely matching song.,0.28,db_bridge=1 3m 1 3m 1 3m 1 | opensong_bridge=1 3m 1 3m 1 3m 1 5 5 5 6m 1 3m 5 5 3m 1 1 5 1 1 1 1 1 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\revolutionary love i42392
risen i47417,Risen,"Israel & New Breed, Covenant Worship",3cJS8RMzPnNsr2Fp30Imwh,Israel & New Breed,Risen,OpenSong full progression differs strongly from current canonical progression (similarity 0.09).,0.09,db_reference=6m 1/3 4 1 5 6m 5/7 1 4 1/3 5 6m 1/3 4 1 5 6m 5/7 1 4 1/3 5 | opensong_full=1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 4 5 6m 4 5 6m 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 6m 1 4 1 5 6m 5 1 4 1 5 6m 1 4 1 5 6m 5 1 4 1 5 1 4 4 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 4 6m 1 4 1 5 6m 5 1 4 1 5 1 4 4 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 4 5 6m 4 5 1 4 5 6m 4 5 1 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\risen i47417
rock of ages i109757,Rock of Ages,Dustin Kensrue,,Dustin Kensrue,Rock Of Ages,OpenSong full progression differs strongly from current canonical progression (similarity 0.19).,0.19,db_reference=6m 1 4 1 4 1 4 6m 4 1 2m 6m 4 1 4 | opensong_full=1 1 1 1 1 1 4 1 4 1 1 1 1 1 5 1 1 1 1 1 1 1 4 1 4 1 1 1 1 1 5 1 1 1 1 1 1 4 1 4 1 1 1 1 1 5 1 6m 1 4 1 4 1 4 6m 4 1 2m 6m 4 1 4 1 6m 1 4 1 6m 1 5 6m 1 4 1 6m 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\rock of ages i109757
saviour king i1822,Saviour King,Hillsong,6TKBZDvwIH3b3YWVcGgXVd,Hillsong UNITED,Saviour King,OpenSong full progression differs strongly from current canonical progression (similarity 0.05).,0.05,db_reference=6m 5/7 1 6m 5 1 2m 6m 5 1 6m 5 1 2m 6m 5 1 6m 4 1 5 6m 4 2m 5 1 6m 5 1 6m 5 1 2m 6m 5 1 6m 5 1 2m 6m 5 1 6m 5 1 6m 5 1 6m 5 1 | opensong_full=5m b7 5m 4 b7 1m 5m 4 b7 5m 4 b7 1m 5m 4 b7 5m 4 b7 #4 1m 5m 4 b7 #4 5m 4 b7 1m 5m 4 b7 #4 5m 4 b3 b7 4 4 5m b3 1m 4 b7 5m 4 b7 b7 5m 4 b7 b7 5m 4 b7 1 5m 4 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\saviour king i1822
seas of crimson i46176,Seas of Crimson,Bethel Music,,Bethel Music,Seas of Crimson,OpenSong full progression differs strongly from current canonical progression (similarity 0.23).,0.23,db_reference=5 6m 4 1 5 6m 4 5 1 | opensong_full=1 5 1 1 4 1 6m 4 1 5 1 1 1 5 1 1 4 1 6m 4 1 5 1 5 6m 4 1 5 6m 4 5 1 6m 4 1 5 6m 4 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\seas of crimson i46176
seasons i47734,Seasons,Hillsong Worship,,Hillsong Worship,Seasons,OpenSong comparison found a low similarity in bridge (similarity 0.25) for this likely matching song.,0.25,db_bridge=5 5 5 5 5 5 5 3m 2 1 1 2 3m 2 1 5 2 3m 2 1 | opensong_bridge=1 1 1 1 1 1 1 6m 5 4 6m 4 1 1 1 1 6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\seasons i47734
shine jesus shine i854,"Shine, Jesus, Shine",Graham Kendrick,,Graham Kendrick,Shine Jesus Shine,OpenSong full progression differs strongly from current canonical progression (similarity 0.33).,0.33,db_reference=1 5 1 4 1 2m 2m 5 1 5 1 4 1 2m 2m b7 5 1 5 1 4 1 2m 2m 5 1 5 1 4 1 2m 5 1 | opensong_full=1 4 1 5 1 4 1 5 4 5 3m 6m 4 5 3m 6m b7 5 b7 5 1 4 1 5 1 4 1 5 4 5 3m 6m 4 5 3m 6m b7 5 b7 5 1 4 1 5 b2 1 4 1 5 4 5 3m 6m 4 5 3m 6m b7 5 b7 5 1 5 1 4 2m 5 1 5 1 4 2m b7 5 1 5 1 4 2m 5 1 5 1 4 2m 5 1 4 5 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\shine jesus shine i854
show me your glory i47509,Show Me Your Glory,Jesus Culture,,Jesus Culture,Show Me Your Glory,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=1 4 1 4 1 5 6m 4 1 5 6m 4 | opensong_chorus=5m b6 5m b6 b3 b7 5m b3 b3 b7 5m b3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\show me your glory i47509
show your power i35,Show Your Power,Kevin Prosch,,Kevin,Show Your Power,OpenSong comparison found a low similarity in chorus (similarity 0.44) for this likely matching song.,0.44,db_chorus=1 4 1 5 1 4 1 | opensong_chorus=4 1 5 1 4 1 5 1 4 1 5 1 4 1 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\show your power i35
silver i48404,Silver,Rivers & Robots,71J05KmkY166sOS5DxEI6W,Rivers & Robots,Silver,OpenSong comparison found a low similarity in bridge (similarity 0.15) for this likely matching song.,0.15,db_bridge=4 5 6m 1/3 4 5 6m 1/3 4 5 6m 1/3 4 5 6m 1/3 4 5 6m 1 | opensong_bridge=4 5 6m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\silver i48404
sing a song i42416,Sing a Song,Third Day,4eYVSoQU4Ib0v4iiz3waSz,Third Day,Sing A Song,OpenSong full progression differs strongly from current canonical progression (similarity 0.22).,0.22,db_reference=1 4 1 5 1 4 6m 5 4 1 4 1 5 1 4 6m 5 4 1 4 1 5 1 4 6m 5 4 1 4 1 5 1 4 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 | opensong_full=2 2 4 2 2 5 4 6m 5 4 2 2 1 6m 5 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\sing a song i42416
sing of your great love i105,Sing of Your Great Love,Hillsong,,Hillsong,Sing of Your Great Love,OpenSong comparison found a low similarity in chorus (similarity 0.09) for this likely matching song.,0.09,db_chorus=4 1 2m 6m 1 4 1 2m 5 4 1 | opensong_chorus=b3 b7 b3 5m b3 b7 b3 4 b3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\sing of your great love i105
sing sing sing i1831,Sing Sing Sing,"Chris Tomlin, Jesse Reeves, Matt Gilder, Daniel Carson, Travis Nunn",198MQwd4SASt2PPGbtHu2I,Chris Tomlin,"Sing, Sing, Sing",OpenSong comparison found a low similarity in verse (similarity 0.46) for this likely matching song.,0.46,db_verse=6m b6 4 1 6m b6 4 6m b6 | opensong_verse=1 6m 5 4 6m 5 1 6m 4 5 4 6m 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\sing sing sing i1831
sing to the king i1832,Sing to the King,"Billy Foote, Charles Silvester Horne",,Billy Foote,Sing To The King,OpenSong comparison found a low similarity in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=1 2m 4 4 1 b7 1 2m 4 1 | opensong_chorus=b7 4 1m b3 4 b7 b6 b7 4 1m b3 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\sing to the king i1832
sinking deep i46385,Sinking Deep,Hillsong Young & Free,,Hillsong Young & Free,Sinking Deep,OpenSong full progression differs strongly from current canonical progression (similarity 0.31).,0.31,db_reference=2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 | opensong_full=1 1 7 4 5 7m 1 1 7 4 5 1 1 4 5 1 1 4 5 2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1 2m 6m 4 1 2m 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\sinking deep i46385
soar i46412,Soar,Meredith Andrews,3aQKT3ln3OJkBlidLtt8fJ,Meredith Andrews,Soar,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=1 4 6m 1 4 6m | opensong_chorus=1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 b6 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 b6 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 b6 1m b6 b3 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\soar i46412
song of love i42421,Song of Love,Rebecca St. James,3O47Oq4i1lDdJjSHcqDaJC,Rebecca St. James,Song Of Love,OpenSong comparison found a low similarity in chorus (similarity 0.26) for this likely matching song.,0.26,db_chorus=6m 5 4 1 6m 5 4 | opensong_chorus=b6 5 4 1 b6 5 4 1 b6 5 4 1 b6 5 4 1 b3 1 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\song of love i42421
spirit move i47887,Spirit move,Bethel Music,,Bethel Music,Spirit Move,OpenSong comparison found a low similarity in chorus (similarity 0.36) for this likely matching song.,0.36,db_chorus=6m 1 4 5 4 5 6m 4 5 2m 4 5 6m 4 5 2m 6m 1 4 5 4 5 6m 4 5 2m 4 5 6m 4 5 2m 4 5 6m 4 5 2m 4 5 6m 4 5 2m | opensong_chorus=6m 1 4 5 7 4 5 6m 4 5 2m 4 5 6m 4 5 2m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\spirit move i47887
starlight i47588,Starlight,Bethel Music,,Bethel Music,Starlight,OpenSong comparison found a low similarity in chorus (similarity 0.38) for this likely matching song.,0.38,db_chorus=5 2m 1 b2 1 5 2m 1 b2 1 5 2m 1 b2 1 5 2m 1 b2 1 5 2m 1 b2 1 5 2m 1 b2 1 5 2m 1 b2 1 5 2m 1 b2 1 5 2m 1 b2 1 5 2m 1 b2 1 5 2m 1 b2 1 5 2m 1 b2 1 | opensong_chorus=5 2m 1 4 1 5 2m b3 1 4 1 5 2m 1 4 1 5 2m b3 1 4 1 2m 4 1 4 1 5 2m b3 1 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\starlight i47588
stars i42425,Stars,David Crowder,,David Crowder Band,Stars,OpenSong comparison found a low similarity in chorus (similarity 0.15) for this likely matching song.,0.15,db_chorus=1 1 5 4 2 2 5 4 1 2 4 1 b2 1 b2 1 1 5 4 2 2 5 4 1 2 4 5 | opensong_chorus=5 4 6 5 4 6 6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\stars i42425
take courage i47764,Take courage,Bethel Music,,Bethel Music,Take Courage,OpenSong comparison found a low similarity in chorus (similarity 0.23) for this likely matching song.,0.23,db_chorus=6m 5 1 6m 5 4 5 6m 5 1 6m 5 4 5 6m 5 1 6m 5 4 5 6m 5 1 6m 5 4 5 6m 5 1 6m 5 4 5 | opensong_chorus=6m 5 1 1 6m 5 b3 4 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\take courage i47764
tell your heart to beat again i47004,Tell Your Heart to Beat Again,Danny Gokey,,Danny Gokey,Tell Your Heart To Beat Again,OpenSong comparison found a low similarity in chorus (similarity 0.02) for this likely matching song.,0.02,db_chorus=1 5 6m 4 5 6m 4 1 4 1 1 5 6m 4 5 6m 4 1 4 1 1 5 6m 4 5 6m 4 1 4 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 | opensong_chorus=b3 b7 1m b6 b7 5 1m b6 b3 b6 b3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\tell your heart to beat again i47004
thank you jesus for the blood i98836,Thank You Jesus for the Blood,Charity Gayle,,Charity Gale,Thank You Jesus for the Blood,OpenSong comparison found a low similarity in bridge (similarity 0.00) for this likely matching song.,0.00,db_bridge=2 3 #4m 3 3 #4 2 3 #4m 3 #4 #4 | opensong_bridge=4 5 6m 3m 4 5 6m 3m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\thank you jesus for the blood i98836
thank you jesus i46361,Thank You Jesus,Hillsong Worship,,Hillsong Worship,Thank You Jesus,OpenSong full progression differs strongly from current canonical progression (similarity 0.21).,0.21,db_reference=4 1 b2 4 1 b2 1 | opensong_full=1 b2 1 b2 1 b2 1 1 5 4 1 1 b2 1 5 4 1 4 1 b2 4 1 b2 1 1 4 5 6m 1 4 5 6m 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\thank you jesus i46361
the anthem i48825,The anthem,Jake Hamilton,,Jake Hamilton,The Anthem,OpenSong comparison found a low similarity in bridge (similarity 0.00) for this likely matching song.,0.00,db_bridge=6m 4 1 5 6m 4 1 5 | opensong_bridge=1m b6 b3 b7 1m b6 b3 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the anthem i48825
the blessing i90462,The Blessing,"Cody Carnes, Kari Jobe, Steven Furtick, Chris Brown",2lIB1TU0Cqnc6RuYDjc92z,Kari Jobe,The Blessing,OpenSong comparison found a low similarity in verse (similarity 0.19) for this likely matching song.,0.19,db_verse=4 1 5 6m 4 1 | opensong_verse=1 4 1 5 6m 1 4 1 5 1 6m 4 1 5 6m 4 b7 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the blessing i90462
the first and the last i1867,The First and The Last,Hillsong,,Hillsong United,The First And The Last,OpenSong comparison found a low similarity in chorus (similarity 0.38) for this likely matching song.,0.38,db_chorus=1 5 4 1 2m 6m 5 4 6m 4 5 6m 5 4 1 5 6m 6m 5 4 1 5 6m 5 4 1 5 4 6m 4 5 1 | opensong_chorus=1 5 4 1 2m 6m 5 4 6m 4 5 6m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the first and the last i1867
the stand i53,The Stand,Joel Houston,,Joel Houston,The Stand,OpenSong comparison found a low similarity in chorus (similarity 0.31) for this likely matching song.,0.31,db_chorus=4 2m 6m 4 5 6m | opensong_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 1m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the stand i53
the table i48477,The Table,Chris Tomlin,,Chris Tomlin,The Table,OpenSong comparison found a low similarity in bridge (similarity 0.00) for this likely matching song.,0.00,db_bridge=4 1 2m 1 4 1 b6 1 4 1 b3 6m 4 | opensong_bridge=b2 b7m b7 b2 3 b2 7 4m b2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the table i48477
the wonderful cross i70,The Wonderful Cross,"Hatton, John (1710-1793), Watts, Isaac (1674-1748), Chris Tomlin, Isaac Watts, Jesse Reeves, J.D. Walt, Lowell Mason",,Chris Tomlin,The Wonderful Cross,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=1 4 1 4 1 4 1 5 4 1 4 1 4 1 5 | opensong_chorus=3 7 3 7 3 7 #4 3 7 3 7 3 7 #4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the wonderful cross i70
there is a redeemer i19,There Is a Redeemer,Melody Green,,Keith Green,There Is A Redeemer,OpenSong full progression differs strongly from current canonical progression (similarity 0.23).,0.23,db_reference=1 1 4 1 4 1 5 1 2m 1 4 1 2m 5 1 5 | opensong_full=1 5 1 4 1 5 2m 5 1 5 1 5 1 4 1 2m 5 1 4 5 5 1 4 1 2m 5 1 5 1 5 1 4 1 2m 5 1 4 5 5 1 4 1 2m 5 1 5 1 5 1 4 1 2m 5 1 4 5 1 4 1 2m 5 1 5 1 5 1 4 1 2m 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is a redeemer i19
this is amazing grace i48002,This Is Amazing Grace,"Jeremy Riddle, Josh Farro, Phil Wickham",0RW1xWSPxmbXf012RN3yWl,Phil Wickham,This Is Amazing Grace,OpenSong comparison found a low similarity in verse (similarity 0.48) for this likely matching song.,0.48,db_verse=1 4 6m 5 4 1 4 6m 5 4 | opensong_verse=1 4 6m 5 4 1 4 6m 5 4 1 4 6 6m 5 4 1 4 6m 5 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is amazing grace i48002
this is what you do i46900,This Is What You Do,Bethel Music,,Bethel Music Kids,This Is What You Do,OpenSong comparison found a low similarity in chorus (similarity 0.12) for this likely matching song.,0.12,db_chorus=1 4 b3 | opensong_chorus=1 4 5 1 4 5 1 4 5 1 4 5 4 5 4 5 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is what you do i46900
this is what you do i47946,This is what You do,Bethel Music,,Bethel Music Kids,This Is What You Do,OpenSong comparison found a low similarity in chorus (similarity 0.12) for this likely matching song.,0.12,db_chorus=1 4 b3 | opensong_chorus=1 4 5 1 4 5 1 4 5 1 4 5 4 5 4 5 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is what you do i47946
throne room i47400,Throne Room,Kim Walker-Smith,,Kim Walker-smith,Throne Room,OpenSong comparison found a low similarity in chorus (similarity 0.27) for this likely matching song.,0.27,db_chorus=1 6m 6m 3m 2 1 6m 6m 3m 2 1 6m 6m 3m 2 1 6m 6m 3m 2 1 6m 6m 3m 2 1 6m 6m 3m 2 | opensong_chorus=1 6m 1 3m 2 1 3m 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\throne room i47400
to my knees i46965,To My Knees,Hillsong Young & Free,,Hillsong Young & Free,To My Knees,OpenSong full progression differs strongly from current canonical progression (similarity 0.20).,0.20,db_reference=1 2m 6m 1 4 1 5 1 2m 6m 1 4 1 5 | opensong_full=1 4 6m 5 1 4 1 4 6m 5 1 4 1 b3 6m 1 4 1 5 1 b3 6m 1 4 1 5 1 6 6m 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 1 2m 6m 5 4 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to my knees i46965
to the ends of the earth i42478,To the Ends of the Earth,Hillsong,,Hillsong United,To The Ends Of The Earth,OpenSong comparison found a low similarity in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=5 6m 4 1 5 4 6m 1 5 1 2m 4 1 b7 2m 4 | opensong_chorus=1 5 2m 4 1 b7 2m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to the ends of the earth i42478
touch of heaven i48152,Touch Of Heaven,Hillsong Worship,,Hillsong Worship,Touch Of Heaven,OpenSong comparison found a low similarity in chorus (similarity 0.21) for this likely matching song.,0.21,db_chorus=1 4 6m 1 5 4 5 6m 1 4 5 6m 1 1 4 6m 1 5 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 | opensong_chorus=1 2 3m 5 1 2 3m 5 5m 5 5 1 2 3m 5 1 2 3m 5 5m 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\touch of heaven i48152
touch the sky i45265,Touch the Sky,Hillsong United,,Hillsong United,Touch The Sky,OpenSong comparison found a low similarity in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=1 4 1 6m 5 1 4 1 6m 5 1 4 6m 5 1 4 1 6m 5 1 4 1 6m 5 | opensong_chorus=1 4 6m 1 4 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\touch the sky i45265
transfiguration i46350,Transfiguration,Hillsong Worship,,Hillsong Worship,Transfiguration,OpenSong comparison found a low similarity in bridge (similarity 0.14) for this likely matching song.,0.14,db_bridge=6m 4 1 5 2m 4 1 5 | opensong_bridge=b3 4 b7 b3 5m b3 b7 4 1m b3 5m b7 4 b6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\transfiguration i46350
tremble i48181,Tremble,Mosaic MSC,,Mosaic MSC,Tremble,OpenSong comparison found a low similarity in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 1 5 4 1 5 4 1 5 4 6m 5 | opensong_chorus=4 6m 5 4 6m 5 4 6m 5 4 6m 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\tremble i48181
unchanging i11899,Unchanging,Chris Tomlin,,Chris Tomlin,Unchanging,OpenSong comparison found a low similarity in bridge (similarity 0.38) for this likely matching song.,0.38,db_bridge=6m 4 1 5 6m 4 1 5 | opensong_bridge=6m 4 1 b6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\unchanging i11899
unstoppable love i46305,Unstoppable Love,Jesus Culture,,Jesus Culture,Unstoppable Love,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 6m 1 | opensong_chorus=4m b6 b3 b7 4m b6 b3 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\unstoppable love i46305
victory i48498,Victory,Hillsong College,,Hillsong College,Victory,OpenSong full progression differs strongly from current canonical progression (similarity 0.01).,0.01,db_reference=6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 5 1 4 5 | opensong_full=1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 4 1m b6 b3 1m b7 b3 1m b7 b3 b6 b7 1m b6 b3 1m b6 b3 1m b6 b3 1m b7 b3 1m b7 b3 b6 b7 b3 b6 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b7 b3 b6 b7 b3 1m b6 b3 b3 1m b6 b3 b3 b3 b6 b7 b3 1m b7 b3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\victory i48498
victory in jesus i42493,Victory in Jesus,Eugene M. Bartlett,,Eugene M. Bartlett,Victory In Jesus,OpenSong full progression differs strongly from current canonical progression (similarity 0.28).,0.28,db_reference=4 1 4 1 6m 5 1 2 5 1 1 1 4 1 6m 5 5 1 5 1 | opensong_full=1 1 4 1 2 6m 1 2 5 2 1 1 4 1 6m 1 4 b6 5 1 1 1 4 1 6m 1 2 5 1 1 4 1 6m 1 4 b6 5 1 1 1 4 1 2 6m 1 2 5 1 1 4 1 6m 1 4 b6 5 1 1 4 1 6m 1 2 5 1 4 1 4 b6 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\victory in jesus i42493
